cycle,(LPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
132,643.86,1423.33,551.63,48.11,521.63,8.5224,396,38.45,23.0418,5
133,642.5,1430.27,551.49,47.99,519.83,8.4984,396,38.41,23.1364,4
134,642.5,1430.21,551.7,48.07,521.63,8.5328,397,38.86,23.0637,3
135,643.55,1426.86,551.5,48.09,521.63,8.5118,396,38.48,23.0993,2
136,643.79,1427.36,551.32,47.46,519.77,8.4309,393,38.86,23.0289,1
137,643.39,1409.01,551.64,48.16,519.6,8.5312,396,38.49,23.1398,0
1,642.64,1407.04,553.56,47.44,521.9,8.4372,391,38.99,23.2399,125
2,642.82,1403.53,553.22,47.56,521.24,8.4068,392,38.85,23.2887,125
3,642.5,1402.54,553.7,47.62,521.85,8.4233,394,38.92,23.3668,125
4,643.04,1409.75,554.3,47.41,521.62,8.4352,392,38.89,23.2722,125
5,642.0,1400.43,553.49,47.51,521.5,8.4395,393,39.03,23.2896,125
6,642.57,1407.16,553.27,47.25,521.5,8.4164,394,38.86,23.2845,125
7,641.74,1404.49,554.5,47.37,521.3,8.4427,392,39.05,23.3778,125
8,642.65,1407.86,553.66,47.53,521.59,8.4843,394,38.97,23.2339,125
9,642.1,1402.6,553.17,47.32,521.92,8.458,393,39.04,23.3987,125
10,642.95,1405.47,553.5,47.53,521.19,8.4249,392,38.95,23.3315,125
11,642.71,1404.42,553.6,47.41,521.62,8.4535,393,38.75,23.2923,125
12,642.4,1408.04,553.42,47.77,521.5,8.394,394,38.81,23.3506,125
13,642.48,1406.83,554.27,47.3,521.88,8.4321,393,38.86,23.2711,125
14,642.88,1407.85,554.12,47.59,521.53,8.4061,394,38.8,23.3946,125
15,642.5,1402.1,553.57,47.41,521.55,8.4393,392,38.91,23.2595,125
16,642.27,1405.75,554.6,47.36,521.79,8.4362,391,38.95,23.383,125
17,642.26,1407.35,552.63,47.45,521.65,8.4675,394,38.66,23.3009,125
18,642.49,1406.81,552.97,47.37,521.55,8.4122,393,38.67,23.275,125
19,642.18,1404.08,553.78,47.41,521.93,8.4377,392,38.8,23.4691,125
20,642.58,1407.59,553.97,47.36,521.21,8.426,392,39.06,23.4121,125
21,642.57,1406.38,553.43,47.51,521.62,8.4088,392,38.86,23.3571,125
22,641.77,1401.28,552.82,47.48,521.81,8.4186,393,39.01,23.3477,125
23,642.57,1407.26,553.61,47.53,521.38,8.4058,393,38.85,23.2845,125
24,642.58,1405.28,552.67,47.53,521.65,8.3894,393,38.74,23.3478,125
25,642.54,1403.11,553.33,47.58,521.37,8.4402,394,38.81,23.3354,125
26,642.53,1403.23,553.76,47.22,521.51,8.4541,394,38.76,23.3465,125
27,642.88,1406.95,553.71,47.57,521.0,8.4412,392,39.0,23.3321,125
28,643.08,1412.13,553.9,47.55,521.7,8.4401,395,38.86,23.2362,125
29,642.67,1396.89,553.46,47.55,521.7,8.4693,393,38.73,23.265,125
30,642.79,1404.77,553.56,47.42,521.61,8.4492,391,38.8,23.3872,125
31,642.24,1400.9,552.71,47.55,520.85,8.4392,393,38.87,23.3666,125
32,641.9,1404.59,554.32,47.58,521.5,8.4725,393,38.58,23.3132,125
33,642.36,1408.79,553.76,47.5,521.88,8.4183,393,38.91,23.2622,125
34,642.7,1410.58,552.91,47.33,521.7,8.4295,393,38.93,23.4082,125
35,642.9,1409.9,554.01,47.44,521.32,8.409,392,38.93,23.3789,125
36,642.42,1406.38,553.23,47.45,521.45,8.3942,393,38.92,23.2084,125
37,642.5,1407.48,553.49,47.51,521.39,8.4446,393,38.76,23.3241,125
38,642.88,1403.44,553.16,47.46,521.8,8.4378,393,38.82,23.3434,125
39,642.75,1407.7,553.84,47.52,521.26,8.4379,392,39.05,23.3024,125
40,642.46,1414.42,553.71,47.38,521.6,8.4088,393,38.88,23.3635,125
41,643.09,1409.96,553.39,47.48,521.22,8.4373,393,38.8,23.331,125
42,642.58,1400.4,553.25,47.44,521.42,8.428,393,38.78,23.3256,125
43,641.93,1405.3,553.38,47.56,520.86,8.4332,392,38.66,23.3316,125
44,642.48,1402.2,553.21,47.46,521.97,8.4096,392,38.86,23.3725,125
45,642.66,1406.75,553.45,47.46,521.05,8.4638,392,38.78,23.3037,125
46,642.79,1406.88,554.13,47.47,521.64,8.3941,394,39.0,23.2368,125
47,643.19,1409.24,553.76,47.46,521.42,8.4683,391,38.87,23.2403,125
48,642.72,1406.0,553.34,47.46,521.58,8.4379,393,38.82,23.391,125
49,642.52,1398.52,553.58,47.49,521.62,8.4484,393,38.75,23.3431,125
50,642.29,1399.15,554.48,47.71,521.67,8.4348,393,38.95,23.3188,125
51,642.99,1408.94,553.91,47.53,521.69,8.4445,392,38.83,23.2788,125
52,642.53,1412.14,553.71,47.62,521.18,8.4397,394,38.66,23.2586,125
53,642.69,1409.38,553.18,47.45,521.57,8.4646,391,38.97,23.3424,125
54,642.47,1399.21,553.9,47.64,521.24,8.4307,393,38.83,23.3452,125
55,642.35,1408.25,553.0,47.5,521.43,8.446,392,38.72,23.3462,125
56,642.65,1409.6,552.6,47.47,521.43,8.4229,392,38.77,23.388,125
57,641.86,1410.61,553.57,47.47,520.93,8.4308,392,38.78,23.1806,125
58,642.69,1408.06,553.23,47.31,521.45,8.4242,393,39.08,23.4234,125
59,642.72,1408.98,553.1,47.41,521.27,8.4088,393,38.98,23.336,125
60,642.55,1404.05,553.31,47.47,521.44,8.4479,393,38.84,23.352,125
61,642.65,1402.94,553.71,47.44,521.76,8.4137,393,38.83,23.3453,125
62,642.48,1408.44,553.47,47.68,521.53,8.4225,392,38.89,23.3199,125
63,642.25,1407.07,553.93,47.68,521.34,8.4522,393,38.89,23.2812,125
64,642.43,1401.17,553.17,47.36,521.91,8.4113,393,38.57,23.3415,125
65,642.57,1401.73,553.4,47.68,521.31,8.4243,394,38.78,23.4079,125
66,642.68,1404.56,553.42,47.52,521.9,8.4193,393,38.81,23.2994,125
67,641.89,1402.83,554.03,47.46,521.81,8.445,393,38.82,23.3265,125
68,642.75,1402.09,553.7,47.39,521.42,8.4336,392,38.76,23.3165,125
69,642.88,1404.1,553.0,47.52,521.4,8.4339,393,38.85,23.3357,125
70,642.53,1405.25,554.11,47.29,521.4,8.438,392,38.83,23.3551,125
71,642.65,1405.61,553.72,47.57,521.68,8.4325,392,38.74,23.3139,125
72,642.68,1404.46,553.6,47.57,520.99,8.4391,393,38.64,23.2927,125
73,643.22,1409.51,553.91,47.52,521.74,8.4312,393,38.93,23.3226,125
74,642.66,1412.1,553.72,47.44,521.44,8.4517,393,38.97,23.2602,125
75,642.97,1411.82,554.07,47.72,521.66,8.4215,394,38.85,23.3032,125
76,642.86,1415.57,553.25,47.66,521.67,8.4454,393,38.81,23.3008,125
77,642.73,1404.94,553.63,47.47,521.39,8.4118,394,39.04,23.3434,125
78,642.73,1408.76,553.58,47.6,522.04,8.4497,393,38.85,23.3895,125
79,642.66,1401.29,553.35,47.58,521.82,8.492,393,38.89,23.3964,125
80,642.69,1412.42,553.78,47.47,521.51,8.4345,392,38.83,23.2758,125
81,642.75,1414.76,552.95,47.45,521.25,8.4222,393,38.82,23.2807,125
82,642.88,1410.18,553.92,47.54,521.02,8.4324,391,38.86,23.3963,125
83,643.16,1415.27,553.55,47.39,521.35,8.4222,393,38.88,23.2723,125
84,642.33,1413.99,553.31,47.29,520.86,8.4541,392,38.74,23.336,124
85,642.7,1407.94,553.35,47.68,521.38,8.4555,392,38.97,23.2367,123
86,642.83,1410.34,553.27,47.44,521.65,8.4716,394,38.81,23.3999,122
87,642.8,1411.67,553.78,47.54,521.53,8.425,392,38.77,23.3605,121
88,642.93,1405.69,553.49,47.52,521.85,8.4405,393,38.86,23.2067,120
89,642.32,1409.5,553.24,47.51,521.47,8.4455,392,38.82,23.274,119
90,642.72,1408.26,553.7,47.33,521.4,8.4106,394,38.82,23.3033,118
91,642.44,1411.5,553.14,47.55,521.62,8.4597,394,38.82,23.2533,117
92,642.39,1410.54,553.93,47.62,521.78,8.4211,393,38.7,23.295,116
93,642.92,1414.51,553.27,47.66,520.89,8.445,391,38.77,23.2704,115
94,642.97,1411.32,553.57,47.43,521.09,8.4325,392,38.72,23.3002,114
95,642.71,1407.02,554.35,47.48,521.37,8.4101,394,38.93,23.3447,113
96,642.91,1407.69,553.04,47.44,520.99,8.4246,392,38.88,23.2852,112
97,642.37,1405.99,553.45,47.61,521.25,8.4304,393,38.8,23.2577,111
98,642.09,1402.01,553.33,47.45,521.74,8.4744,393,38.73,23.3293,110
99,642.56,1409.18,553.95,47.41,521.31,8.4595,393,38.83,23.2812,109
100,642.86,1405.57,553.52,47.34,521.67,8.4285,392,38.81,23.2855,108
101,642.52,1410.37,553.05,47.43,521.58,8.4338,392,38.81,23.251,107
102,642.55,1403.93,553.3,47.39,521.94,8.4331,394,38.74,23.2832,106
103,642.52,1407.55,553.03,47.57,521.35,8.4387,393,38.75,23.263,105
104,642.94,1411.37,553.26,47.58,521.76,8.4226,393,38.85,23.3277,104
105,642.71,1407.26,554.24,47.54,521.7,8.4833,394,38.73,23.2157,103
106,642.32,1406.95,553.38,47.45,521.25,8.4061,393,38.71,23.1861,102
107,642.7,1407.27,553.27,47.57,521.44,8.4583,394,38.92,23.3072,101
108,642.61,1407.28,554.05,47.53,521.74,8.4679,394,38.88,23.2657,100
109,642.87,1411.86,553.61,47.51,521.59,8.4537,393,38.85,23.2369,99
110,642.72,1405.28,553.45,47.69,521.28,8.4397,394,38.65,23.3387,98
111,642.24,1405.16,553.43,47.57,522.05,8.4416,393,38.84,23.2953,97
112,642.49,1412.61,553.37,47.69,521.22,8.4141,393,38.76,23.3708,96
113,642.77,1413.8,553.73,47.63,521.51,8.424,393,38.8,23.2884,95
114,642.62,1409.03,553.33,47.43,521.26,8.4464,393,38.86,23.2755,94
115,642.46,1407.0,553.38,47.59,521.36,8.4417,395,38.63,23.2904,93
116,642.72,1409.51,553.34,47.68,521.78,8.4242,395,38.72,23.2465,92
117,642.79,1408.13,553.61,47.63,521.6,8.4529,393,38.8,23.271,91
118,642.21,1411.57,553.27,47.5,521.35,8.436,395,38.55,23.231,90
119,642.85,1400.22,553.74,47.53,521.49,8.4628,392,38.77,23.3043,89
120,642.81,1414.67,553.36,47.43,521.21,8.4475,391,38.96,23.3841,88
121,643.29,1413.15,553.09,47.52,521.63,8.4509,395,38.87,23.3197,87
122,642.9,1414.0,553.87,47.65,521.18,8.4238,395,38.9,23.2903,86
123,642.71,1416.62,553.01,47.58,520.5,8.4411,391,38.73,23.2743,85
124,642.79,1408.9,553.19,47.61,521.32,8.4843,394,38.68,23.463,84
125,643.28,1411.66,553.24,47.52,521.57,8.4425,393,38.64,23.2051,83
126,642.67,1413.86,553.98,47.52,521.53,8.4541,394,38.63,23.1568,82
127,642.81,1407.3,553.76,47.72,521.03,8.4189,394,38.8,23.113,81
128,643.02,1410.6,553.11,47.47,521.57,8.4406,395,38.68,23.1453,80
129,643.03,1410.95,554.1,47.57,521.3,8.4749,393,38.77,23.3252,79
130,642.78,1408.76,553.49,47.67,521.3,8.4305,394,38.84,23.3686,78
131,642.27,1404.47,552.94,47.44,521.44,8.4406,392,38.9,23.3063,77
132,642.75,1410.57,552.67,47.46,521.06,8.413,393,38.7,23.4292,76
133,642.97,1419.33,552.46,47.61,521.38,8.4751,392,38.62,23.2353,75
134,642.54,1415.12,552.61,47.37,521.59,8.4403,394,38.9,23.2616,74
135,642.96,1410.94,553.42,47.46,521.36,8.4709,395,38.61,23.202,73
136,642.64,1407.29,553.56,47.56,520.99,8.4705,394,38.72,23.2056,72
137,642.92,1416.33,553.27,47.5,520.87,8.4579,394,38.77,23.2931,71
138,642.86,1415.09,553.1,47.8,521.35,8.4807,393,38.73,23.3304,70
139,642.56,1414.45,553.13,47.59,521.35,8.458,394,38.82,23.184,69
140,642.82,1419.33,553.39,47.41,521.52,8.4389,392,38.72,23.2827,68
141,643.0,1412.73,552.67,47.59,521.55,8.4551,393,38.61,23.3516,67
142,642.13,1406.34,553.05,47.52,521.21,8.4627,395,38.84,23.3417,66
143,643.04,1414.05,552.07,47.71,520.95,8.4458,393,38.69,23.2854,65
144,642.46,1408.9,553.28,47.85,521.36,8.4678,394,38.9,23.3478,64
145,642.73,1408.05,552.85,47.66,521.42,8.4544,394,38.79,23.2669,63
146,642.87,1415.29,553.33,47.66,521.34,8.4309,395,38.7,23.2032,62
147,643.02,1414.77,552.6,47.63,521.46,8.4922,394,38.66,23.2358,61
148,643.23,1418.54,553.07,47.63,521.25,8.4875,396,38.78,23.2227,60
149,642.77,1411.16,552.36,47.63,521.69,8.437,393,38.8,23.195,59
150,642.86,1402.97,553.43,47.58,521.34,8.4611,395,38.65,23.2549,58
151,642.29,1409.82,553.45,47.52,520.63,8.4758,394,38.6,23.3022,57
152,643.2,1418.63,552.64,47.74,521.28,8.4307,393,38.67,23.1949,56
153,643.32,1414.46,552.92,47.56,520.84,8.4878,392,38.73,23.3745,55
154,643.02,1411.45,552.45,47.59,521.05,8.4197,394,38.79,23.252,54
155,642.69,1415.4,552.88,47.77,521.06,8.4751,395,38.78,23.1747,53
156,643.17,1408.07,553.47,47.68,521.31,8.476,394,38.54,23.36,52
157,642.7,1411.08,553.18,47.72,521.42,8.4194,394,38.71,23.2228,51
158,643.17,1414.23,553.02,47.74,521.24,8.4555,395,38.63,23.2499,50
159,643.4,1416.4,552.7,47.85,520.93,8.4635,393,38.65,23.2729,49
160,642.98,1424.36,553.25,47.8,521.29,8.4924,396,38.67,23.1788,48
161,642.57,1417.93,553.25,47.72,521.07,8.478,394,38.74,23.1024,47
162,642.53,1413.89,553.31,47.7,520.81,8.4446,394,38.74,23.2595,46
163,643.29,1413.94,552.74,47.79,520.97,8.4299,393,38.74,23.1941,45
164,643.19,1416.32,553.14,47.64,521.2,8.4675,393,38.79,23.3792,44
165,642.89,1415.21,553.43,47.82,520.55,8.4715,395,38.68,23.2064,43
166,643.13,1414.65,553.32,47.84,520.53,8.4657,394,38.6,23.223,42
167,642.94,1415.99,552.55,47.56,520.73,8.4806,395,38.69,23.2166,41
168,643.0,1412.2,552.94,47.76,520.88,8.4754,395,38.66,23.2358,40
169,642.39,1408.82,552.51,47.87,520.7,8.4244,393,38.66,23.2241,39
170,642.94,1413.04,552.22,47.63,521.1,8.4483,395,38.74,23.2023,38
171,643.36,1410.27,552.31,47.86,520.78,8.4744,395,38.67,23.1018,37
172,643.01,1417.78,551.92,47.82,520.84,8.4676,394,38.87,23.2224,36
173,642.48,1414.58,552.67,47.91,520.64,8.4957,396,38.7,23.1391,35
174,643.13,1410.71,552.5,47.66,520.75,8.4912,394,38.57,23.2479,34
175,642.88,1419.49,552.68,47.98,520.73,8.4802,394,38.51,23.1409,33
176,643.02,1420.25,552.18,47.85,520.98,8.4567,394,38.51,23.2123,32
177,643.33,1418.33,552.2,47.83,520.49,8.4478,394,38.82,23.2107,31
178,642.97,1421.25,552.14,47.96,520.81,8.4553,394,38.55,23.2606,30
179,642.98,1416.48,553.13,47.87,520.66,8.4661,396,38.47,23.1605,29
180,643.09,1420.03,553.06,48.03,520.44,8.5302,397,38.5,23.1638,28
181,643.51,1413.43,552.59,47.85,520.43,8.4447,394,38.75,23.1769,27
182,643.14,1421.06,552.41,47.74,520.89,8.5287,397,38.52,23.1691,26
183,643.77,1425.17,552.42,47.78,520.51,8.5004,394,38.65,23.111,25
184,642.92,1418.35,553.05,47.89,521.11,8.4523,395,38.58,23.1549,24
185,643.16,1422.09,552.61,47.84,520.35,8.5041,395,38.62,23.2062,23
186,643.0,1423.97,552.65,47.83,520.62,8.4745,394,38.79,23.1818,22
187,643.23,1413.84,552.64,48.04,520.97,8.5143,394,38.39,23.1748,21
188,642.99,1425.14,552.25,48.01,520.06,8.46,396,38.78,23.0648,20
189,643.33,1424.51,552.36,47.79,520.16,8.4717,395,38.63,23.1445,19
190,643.44,1415.06,552.16,47.87,519.93,8.4946,394,38.79,23.2389,18
191,643.4,1425.08,552.46,48.1,520.26,8.4953,393,38.53,23.3222,17
192,643.57,1422.94,552.31,47.82,520.75,8.469,396,38.55,23.0794,16
193,643.38,1416.96,552.37,47.82,520.55,8.4722,395,38.72,23.1332,15
194,643.43,1419.79,552.55,47.87,520.33,8.5066,395,38.48,23.1465,14
195,643.15,1419.57,552.26,48.06,520.99,8.4756,396,38.65,23.0475,13
196,643.13,1430.38,551.74,48.03,520.97,8.5263,395,38.86,23.1632,12
197,643.5,1417.32,551.91,47.88,520.87,8.4752,396,38.5,23.0395,11
198,643.36,1421.66,552.12,47.86,520.22,8.4955,396,38.47,23.109,10
199,642.5,1419.82,552.32,47.82,519.88,8.5026,397,38.67,23.1232,9
200,643.3,1428.16,551.26,48.02,520.18,8.4954,396,38.5,23.3222,8
201,643.42,1409.01,551.62,47.99,520.27,8.492,397,38.45,23.3222,7
202,643.44,1425.72,552.05,47.86,520.39,8.5349,397,38.38,23.0195,6
203,643.66,1409.01,551.64,48.14,520.51,8.4309,397,38.63,23.0642,5
204,643.24,1409.01,552.01,48.09,520.69,8.5034,396,38.67,23.0836,4
205,642.5,1421.45,551.55,48.1,520.46,8.5016,396,38.51,23.158,3
206,643.5,1409.01,551.63,48.15,520.27,8.5348,396,38.39,23.1234,2
207,643.4,1428.89,551.56,47.46,520.31,8.4309,397,38.86,23.0916,1
208,643.57,1409.01,551.45,48.02,520.04,8.5197,397,38.86,23.3222,0
1,642.76,1397.98,554.28,47.44,522.4,8.4426,392,38.91,23.3684,125
2,642.53,1405.73,553.7,47.34,521.82,8.4252,393,39.15,23.4285,125
3,642.39,1402.37,553.84,47.39,521.66,8.4303,393,38.99,23.3593,125
4,642.31,1394.32,554.53,47.37,521.9,8.4618,392,38.91,23.3359,125
5,642.87,1400.95,554.53,47.48,522.12,8.3926,393,38.86,23.4376,125
6,642.14,1405.86,554.15,47.35,521.95,8.3984,393,39.01,23.2852,125
7,641.95,1402.77,554.66,47.51,521.93,8.4395,393,38.97,23.3341,125
8,642.33,1407.47,553.55,47.36,521.95,8.4101,391,38.89,23.199,125
9,642.25,1394.7,553.39,47.46,522.02,8.3678,394,39.01,23.5178,125
10,642.27,1398.02,553.59,47.4,521.61,8.4002,391,39.03,23.2579,125
11,642.41,1401.16,553.57,47.36,521.89,8.4067,393,38.91,23.4331,125
12,642.54,1406.14,553.56,47.15,521.64,8.4262,393,38.92,23.383,125
13,642.59,1406.9,554.34,47.35,522.25,8.4279,394,38.98,23.3475,125
14,642.65,1398.62,554.17,47.27,522.01,8.4332,393,39.14,23.4272,125
15,642.11,1406.85,553.75,47.2,521.85,8.4046,393,38.93,23.4104,125
16,642.44,1398.83,554.27,47.37,522.27,8.4219,393,38.98,23.3591,125
17,642.36,1403.61,553.41,47.39,522.01,8.4115,392,38.92,23.2839,125
18,642.33,1396.85,554.96,47.33,521.78,8.4167,390,38.96,23.3844,125
19,642.01,1406.67,553.59,47.39,522.17,8.3752,393,39.07,23.3562,125
20,642.5,1406.74,553.94,47.36,521.94,8.4223,392,38.88,23.4481,125
21,642.96,1404.55,553.81,47.36,521.95,8.4309,392,38.92,23.355,125
22,642.25,1400.56,554.38,47.33,521.86,8.4283,393,39.05,23.3009,125
23,641.93,1397.45,554.29,47.31,521.53,8.4254,392,38.88,23.4429,125
24,642.43,1404.68,553.3,47.34,521.54,8.3948,392,38.99,23.3997,125
25,642.42,1400.09,554.02,47.24,522.16,8.4113,391,38.99,23.2881,125
26,642.0,1397.69,553.72,47.36,521.65,8.4462,392,38.9,23.3184,125
27,642.36,1394.42,553.32,47.14,522.48,8.4074,391,38.95,23.3493,125
28,642.53,1403.61,553.81,47.26,521.84,8.4021,392,38.95,23.4271,125
29,642.51,1405.87,554.03,47.57,521.69,8.4303,392,39.05,23.3153,125
30,642.11,1402.73,553.7,47.34,522.75,8.4429,393,38.66,23.4715,125
31,642.3,1404.26,553.96,47.29,521.85,8.405,393,38.89,23.3778,125
32,642.19,1396.31,554.48,47.51,522.44,8.4423,394,39.02,23.4478,125
33,642.39,1402.5,553.96,47.34,522.2,8.424,392,38.87,23.3164,125
34,642.14,1399.16,553.19,47.18,521.83,8.4196,392,38.98,23.3288,125
35,642.44,1400.21,553.45,47.34,522.65,8.4139,392,39.06,23.3642,125
36,642.63,1396.31,554.17,47.19,522.06,8.4413,392,38.91,23.3404,125
37,642.05,1403.74,553.58,47.48,521.91,8.4177,393,38.93,23.4735,125
38,642.5,1400.0,553.94,47.24,522.06,8.4208,391,38.84,23.3409,125
39,642.37,1404.16,553.58,47.3,522.25,8.43,392,38.95,23.3556,125
40,642.56,1401.99,554.12,47.32,521.79,8.4294,391,38.92,23.3841,125
41,643.12,1399.01,554.18,47.34,521.77,8.3696,392,38.97,23.3317,125
42,642.03,1397.02,553.96,47.45,521.48,8.4466,393,39.07,23.2882,125
43,642.4,1404.01,553.59,47.27,521.74,8.4017,391,38.95,23.3261,125
44,641.88,1404.09,553.75,47.23,521.32,8.4197,393,39.0,23.335,125
45,642.54,1403.36,553.76,47.45,521.63,8.4237,392,38.96,23.3563,125
46,643.17,1404.33,554.05,47.23,521.88,8.3975,392,38.89,23.3192,125
47,642.39,1402.83,553.9,47.28,521.67,8.4199,393,39.1,23.3764,125
48,642.57,1402.47,553.98,47.27,522.08,8.4369,392,38.82,23.4053,125
49,642.5,1404.59,553.55,47.45,521.83,8.3987,393,38.88,23.3656,125
50,642.44,1403.72,554.1,47.39,522.08,8.4025,392,38.97,23.4179,125
51,642.56,1401.54,553.86,47.24,521.58,8.4052,392,39.04,23.461,125
52,642.67,1406.85,553.67,47.56,521.56,8.4157,391,38.95,23.3853,125
53,642.45,1400.64,553.57,47.13,521.77,8.4079,393,38.88,23.3185,125
54,642.69,1405.38,554.05,47.29,521.44,8.4318,393,38.85,23.31,125
55,642.48,1407.05,553.56,47.27,521.88,8.4139,391,38.9,23.3438,125
56,642.25,1398.44,554.01,47.49,521.89,8.4162,392,38.93,23.2541,125
57,642.44,1407.54,554.0,47.31,521.58,8.4419,394,39.06,23.3182,125
58,642.72,1391.04,553.67,47.21,521.7,8.425,393,38.9,23.3245,125
59,643.01,1399.99,553.94,47.37,521.64,8.3832,392,38.92,23.2723,125
60,642.63,1402.45,554.03,47.46,521.86,8.4227,393,38.79,23.4057,125
61,642.42,1396.54,553.53,47.42,522.15,8.4084,393,38.77,23.3468,125
62,642.19,1404.71,553.71,47.42,521.87,8.4102,392,38.93,23.3102,125
63,641.98,1408.93,553.49,47.29,522.2,8.4336,392,38.96,23.4096,125
64,642.19,1404.66,553.61,47.28,522.27,8.4089,392,39.1,23.3865,125
65,642.99,1402.41,553.31,47.35,521.69,8.4165,391,38.7,23.344,125
66,642.35,1402.59,553.66,47.34,521.21,8.4266,393,39.01,23.421,125
67,641.67,1409.16,555.19,47.33,522.0,8.4104,393,39.05,23.4175,125
68,642.44,1403.67,554.16,47.4,521.74,8.4537,392,38.93,23.3045,125
69,643.04,1401.78,554.59,47.32,522.71,8.4567,392,38.88,23.4293,125
70,642.53,1404.29,554.32,47.44,522.08,8.4136,393,38.87,23.3183,125
71,642.2,1401.17,553.91,47.39,521.95,8.4215,393,38.85,23.2892,125
72,642.41,1405.0,553.93,47.15,521.64,8.384,392,38.94,23.3155,125
73,642.41,1413.8,553.98,47.43,521.87,8.4239,393,38.82,23.302,125
74,642.73,1401.39,554.05,47.31,522.39,8.4435,392,38.89,23.4178,125
75,642.22,1408.2,553.58,47.41,521.54,8.4118,392,38.95,23.358,125
76,642.26,1403.0,553.35,47.37,521.63,8.416,392,39.0,23.3079,125
77,642.9,1400.86,553.7,47.45,521.67,8.4101,391,38.64,23.3389,125
78,642.29,1404.56,553.63,47.27,521.91,8.4419,392,38.8,23.2692,125
79,643.2,1392.43,553.86,47.55,521.58,8.383,394,38.76,23.286,125
80,642.32,1403.12,553.79,47.35,521.88,8.457,392,39.06,23.452,125
81,642.19,1400.7,554.41,47.4,522.1,8.451,391,38.85,23.4537,125
82,642.36,1409.95,552.79,47.24,521.6,8.4426,393,38.91,23.2472,125
83,642.1,1410.49,553.22,47.61,522.03,8.4264,391,38.87,23.3447,125
84,642.24,1406.73,554.31,47.32,521.88,8.3936,393,38.97,23.3912,125
85,642.45,1403.05,554.13,47.41,522.23,8.4005,392,38.92,23.3455,125
86,642.16,1408.09,554.05,47.43,522.0,8.4445,393,38.89,23.44,125
87,642.24,1408.34,553.0,47.41,521.93,8.3947,392,38.97,23.4377,125
88,642.62,1407.52,553.24,47.34,521.53,8.4303,395,38.87,23.3295,125
89,642.32,1404.76,554.02,47.44,521.94,8.4325,392,38.88,23.2434,124
90,642.11,1404.05,553.55,47.46,521.48,8.422,392,38.89,23.3376,123
91,642.71,1402.54,554.26,47.4,521.68,8.4412,393,39.05,23.3576,122
92,642.79,1403.29,554.05,47.39,520.95,8.4462,393,38.93,23.3444,121
93,642.74,1402.38,553.38,47.35,521.29,8.4092,392,39.06,23.2881,120
94,642.59,1407.95,552.96,47.29,521.61,8.4126,393,39.18,23.3019,119
95,642.42,1405.81,554.46,47.47,521.11,8.407,392,38.96,23.3623,118
96,643.08,1407.59,552.53,47.59,521.7,8.4143,392,38.67,23.217,117
97,642.18,1414.09,553.28,47.56,521.88,8.4511,393,38.98,23.3865,116
98,642.67,1393.38,553.63,47.48,521.64,8.432,394,38.96,23.2747,115
99,642.43,1405.18,553.26,47.35,521.82,8.4328,392,38.86,23.234,114
100,642.72,1407.27,553.31,47.54,522.24,8.4292,393,38.95,23.3139,113
101,642.82,1408.41,554.14,47.43,521.36,8.4236,392,38.91,23.2813,112
102,642.28,1412.99,553.96,47.44,521.3,8.4021,393,38.87,23.2866,111
103,642.33,1401.93,553.68,47.41,521.0,8.4235,393,38.86,23.3434,110
104,642.64,1414.52,553.91,47.52,521.4,8.397,392,38.82,23.3269,109
105,643.28,1399.41,553.2,47.5,521.8,8.4227,392,38.8,23.2464,108
106,642.08,1405.01,553.26,47.47,521.77,8.4351,393,39.02,23.2556,107
107,642.99,1407.33,554.67,47.52,521.86,8.406,391,39.0,23.3288,106
108,643.18,1405.55,553.17,47.49,521.71,8.3998,391,38.67,23.3644,105
109,642.39,1411.73,553.59,47.42,521.76,8.4401,393,38.97,23.2636,104
110,641.96,1407.71,553.56,47.44,521.56,8.4408,392,39.0,23.3186,103
111,642.44,1405.5,553.86,47.46,521.42,8.4543,394,38.85,23.3436,102
112,642.03,1402.02,553.17,47.48,521.69,8.4543,393,38.84,23.2403,101
113,642.34,1409.84,553.82,47.56,521.56,8.3946,393,38.83,23.3812,100
114,642.58,1401.97,553.24,47.53,522.15,8.4156,392,38.62,23.2887,99
115,642.5,1408.14,553.41,47.57,521.99,8.431,392,38.92,23.3188,98
116,642.05,1408.17,554.06,47.54,521.23,8.4416,392,38.95,23.2691,97
117,642.31,1411.88,553.39,47.33,521.71,8.4333,393,38.75,23.3553,96
118,642.79,1406.43,554.1,47.31,521.63,8.4277,392,38.8,23.3109,95
119,642.91,1419.67,553.01,47.57,521.47,8.3999,394,38.97,23.3608,94
120,642.18,1412.18,554.24,47.52,521.76,8.4329,393,38.76,23.3913,93
121,642.35,1412.89,553.72,47.42,521.16,8.4213,392,38.88,23.373,92
122,642.7,1409.04,552.65,47.62,521.29,8.4174,392,38.86,23.2898,91
123,642.86,1402.59,553.71,47.47,521.7,8.4255,394,38.95,23.3206,90
124,642.59,1402.83,552.9,47.52,521.03,8.4268,393,38.95,23.2397,89
125,642.32,1402.68,553.51,47.71,521.64,8.4404,392,38.82,23.3085,88
